"Date_entry","Region","District_ad","Address","Metro","Dist_metro_ad","Rooms","Price","Minimum_duration","No_agents","Building","Area_total","Area_living","Area_kitchen","Floor","NFloor","Lift","Furnished","Bath","Refurbished","Balcony","Latitude","Longitude","Year_construction"
"2016-11-25","gorod Sankt-Peterburg","Московский","Новоизмайловский пр., 26к1","Park Pobedy",1050,"2",24000,"11 mes.","Da","Blochnyi",48,28,6,3,"5","Net","Sbornaya Sovr.","Sovmeshchennaya","Evrostandart","Lodjiya",59.860871,30.306386,
"2016-06-29","gorod Sankt-Peterburg","Кировский","Народного Ополчения пр., 87","Leninskii pr.",1050,"1",20000,"14 mes.","Da","Panel'nyi",24,12,6,6,"9","Est'","Sbor.+kuh.garn.","Otdel'naya","Ne trebuetsya","Net",59.842272,30.2710751,
"2017-01-21","gorod Sankt-Peterburg","Центральный","Парадная ул., 3к2","Chernyshevskaya",530,"3",150000,"11 mes.","","Individual'nyi proekt",126,61,22,4,"9","Est'","","Sovmeshchennaya","Evrostandart","Erker",59.941819,30.367505,2012
"2016-06-30","gorod Sankt-Peterburg","Выборгский","Просвещения пр., 32к2","Prosveshcheniya pr.",440,"1",22000,"11 mes.","Da","Kirpichnyi",37,,,7,"9","Net","","","","",60.055322,30.331705,
"2016-02-24","gorod Sankt-Peterburg","Петроградский","Корпусная ул. 9","Chkalovskaya",320,"2",80000,"11 mes.","","Kirp.Monolit",70,38,12,7,"9","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","",,,
"2017-06-03","gorod Sankt-Peterburg","Центральный","Восстания ул., 42","Chernyshevskaya",10,"1",55000,"1 mes.","","Kirpichnyi",40,20,10,5,"8","Net","Sbor.+kuh.garn.","","Proizveden","Balkon",59.937318,30.3604231,
"2017-04-04","gorod Sankt-Peterburg","Кировский","Танкиста Хрустицкого ул., 4","Veteranov pr.",230,"1",19000,"11 mes.","Da","Kirpichnyi",30,17,6,4,"5","Net","Sbornaya Sovr.","Sovmeshchennaya","Evrostandart","Balkon",59.840629,30.2475704,1965
"2016-03-14","gorod Sankt-Peterburg","Центральный","Мойки р. наб.","Admiralteiskaya",540,"3",70000,"12 mes.","","Staryi fond",80,48,9,6,"6","Net","Sbornaya Sovr.","Otdel'naya","Evrostandart","",,,
"2016-11-21","Leningradskaya oblast'","Всеволожский","р-н Свердлова им. пос. Западный проезд, 15к1","Lomonosovskaya",13720,"2",20000,"11 mes.","","Kirp.Monolit",55,33,8,16,"21","Est'","","","","Balkon",,,
"2016-04-08","gorod Sankt-Peterburg","Красносельский","Ленинский пр. 84","Leninskii pr.",3940,"1",18000,"11 mes.","","Kirp.Monolit",27,,,6,"17","Net","Sbornaya Sovr.","Otdel'naya","Proizveden","",59.857565,30.200029,
"2017-07-13","gorod Sankt-Peterburg","Московский","Киевская ул., 3","Frunzenskaya",490,"2",59900,"11 mes.","","Monolit",72,30,22,7,"19","Est'","","Sovmeshchennaya","Evrostandart","Lodjiya",59.902549,30.3221908,
"2016-08-01","gorod Sankt-Peterburg","Петроградский","Аптекарский пр.","Petrogradskaya",50,"1",53000,"","","Monolit",49.5,35,,6,"10","Net","","","","",59.970846,30.3192712,
"2017-07-03","gorod Sankt-Peterburg","Василеостровский","Мичманская ул., 2","Primorskaya",1410,"2",40000,"11 mes.","","Kirpichnyi",60,33,10,2,"9","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","Net",59.945898,30.2095825,
"2016-08-09","gorod Sankt-Peterburg","Приморский","Савушкина ул., 134","Staraya Derevnya",3270,"3",40000,"12 mes.","","Kirpichnyi",85,51,15,12,"14","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","Balkon",59.9888,30.1963347,
"2017-04-04","gorod Sankt-Peterburg","Петроградский","Аптекарский пр., 8","Petrogradskaya",70,"3",1e+05,"","","Kirpichnyi",134,65,40,2,"5","Est'","Sbor.+kuh.garn.","","","Balkon",59.971204,30.3190261,
"2017-02-13","Leningradskaya oblast'","Всеволожский","р-н Мурино пос. Охтинская аллея, 14","Grajdanskii pr.",720,"1",17000,"","","Panel'nyi",30,16,8.5,22,"24","Net","Sbor.+kuh.garn.","","Ne trebuetsya","Zasteklennaya lodjiya",,,
"2016-11-30","gorod Sankt-Peterburg","Василеостровский","Беринга ул., 5","Primorskaya",1530,"2",48000,"","","Kirp.Monolit",48,39,,2,"10","Est'","","","Proizveden","",59.936525,30.247704,
"2017-05-02","gorod Sankt-Peterburg","Красногвардейский","Тарасова ул., 6","Novocherkasskaya",2350,"1",24000,"11 mes.","Da","Kirp.Monolit",50,22,14,2,"10","Est'","Sbornaya Sovr.","Sovmeshchennaya","Evrostandart","",59.950006,30.411081,
"2017-01-29","gorod Sankt-Peterburg","Петроградский","Дивенская ул.","Gor'kovskaya",30,"1",50000,"","","Kirpichnyi",46,38,10,5,"12","Est'","","","Evrostandart","",59.960542,30.3228278,
"2016-10-16","gorod Sankt-Peterburg","Фрунзенский","Будапештская ул., 87к2","Kupchino",1420,"1",24000,"12 mes.","Da","Kirp.Monolit",37,20,9,8,"17","Est'","Sbornaya Sovr.","Sovmeshchennaya","Evrostandart","Balkon",59.833271,30.399591,
"2016-05-15","gorod Sankt-Peterburg","Приморский","Испытателей пр., 31к1","Komendantskii pr.",680,"2",30000,"","","",,60,33,,"0 kv.m.","","Net","Est'","","est'",60.007962,30.2712103,
"2016-05-26","gorod Sankt-Peterburg","Выборгский","Хошимина ул., 16","Prosveshcheniya pr.",450,"1",25000,"","","",,30,29,," kv.m.","","Net","Est'","","est'",60.053107,30.32517,
"2017-01-26","gorod Sankt-Peterburg","Пушкинский","р-н Шушары пос. Полоцкая ул., 11к1","Shushary",8490,"3",28000,"1 mes.","","Monolit",80,52,14,4,"9","Est'","Sbornaya Sovr.","Otdel'naya","Proizveden","",,,2010
"2016-07-26","gorod Sankt-Peterburg","Красносельский","Маршала Казакова ул., 78к1","Leninskii pr.",3520,"2",27000,"11 mes.","","Kirp.Monolit",56,32,10,18,"25","Net","","","","Balkon",59.859926,30.208797,
"2016-04-08","gorod Sankt-Peterburg","Адмиралтейский","Верейская ул. 11","Leninskii pr.",7890,"1",30000,"","","",42,20,10,2,"5","Net","Sbornaya Sovr.","","","",59.917062,30.3242053,
"2017-01-18","gorod Sankt-Peterburg","Невский","Коллонтай ул., 15к2","Bol'shevikov pr.",560,"2",28000,"11 mes.","","Monol.Panel'nyi",69,38,14,9,"12","Est'","","","","Balkon",59.915765,30.461126,
"2016-03-29","gorod Sankt-Peterburg","Выборгский","Левашово, Садовая ул. 32","Sennaya pl.",20410,"3",50000,"","","",83,62,1,6,"6","Net","Sbornaya Sovr.","","","",,,
"2016-02-20","gorod Sankt-Peterburg","Красногвардейский","Энтузиастов пр. 18к.2","Ladojskaya",2090,"3",39000,"","","",90,38,30,1,"9","Net","Sbornaya Sovr.","","","",,,
"2016-05-31","gorod Sankt-Peterburg","Адмиралтейский","Казанская ул., 52/24","Sadovaya",650,"3",58000,"","","Kirpichnyi",,100,46,,"2 kv.m.","","Est'","Est'","","est'",59.928014,30.30896,
"2016-03-17","gorod Sankt-Peterburg","Выборгский","Руднева ул. 11","Prosveshcheniya pr.",2170,"2",23000,"11 mes.","","Brejnevka",37,20,8,4,"5","Net","","","","Balkon",,,
"2017-01-23","gorod Sankt-Peterburg","Василеостровский","Железноводская ул., 66","Primorskaya",50,"1",22000,"","","",32,15,7,3,"9","Net","Sbor.+kuh.garn.","","Ne trebuetsya","Net",59.94969,30.2356201,
"2017-02-27","gorod Sankt-Peterburg","Центральный","Восстания ул.","Vosstaniya pl.",40,"2",80000,"","","Kirp.Monolit",65,45,25,8,"10","Est'","","","","Balkon",59.937318,30.3604231,
"2017-01-12","gorod Sankt-Peterburg","Московский","Московский пр., 220","Moskovskaya",310,"1",26000,"1 mes.","","Blochnyi",28,16,6,5,"9","Est'","Sbornaya Sovr.","Sovmeshchennaya","Proizveden","Balkon",59.846739,30.322498,
"2016-06-28","gorod Sankt-Peterburg","Выборгский","Костромской пр., 10","Udel'naya",60,"2",40000,"12 mes.","","Kirpichnyi",65,,12,9,"9","Est'","Garnitur Sovr.","Otdel'naya","Evrostandart","Lodjiya",60.0128,30.318123,
"2017-02-14","gorod Sankt-Peterburg","Невский","Седова ул., 101","Proletarskaya",460,"2",25000,"","","Kirpichnyi",46,30,7,3,"5","Net","Sbor.+kuh.garn.","","Ne trebuetsya","Balkon",59.864842,30.444174,
"2016-06-21","gorod Sankt-Peterburg","Красногвардейский","Рябовское ш., 21","Ladojskaya",4920,"1",22000,"11000 mes.","Da","Kirpichnyi",,22,,1,"2","Est'","Garnit+kuh.nab.","Otdel'naya","Ne trebuetsya","",59.964766,30.4995322,
"2016-02-17","gorod Sankt-Peterburg","Центральный","Новгородская ул., 23","Chernyshevskaya",1790,"1",50000,"11 mes.","Da","Kirp.Monolit",55,40,30,6,"9","Est'","Garnitur Sovr.","Sovmeshchennaya","Evrostandart","Zasteklennaya lodjiya",59.940661,30.391015,
"2017-07-04","gorod Sankt-Peterburg","Красногвардейский","Перевозный пер., 9","Novocherkasskaya",60,"2",40000,"11 mes.","","Kirp.Monolit",56,33,9,6,"6","Est'","Sbor.+kuh.garn.","","","Balkon",59.930613,30.4069716,
"2017-05-29","gorod Sankt-Peterburg","Московский","Юрия Гагарина пр., 73","Moskovskaya",1440,"1",19000,"6 mes.","","Kirpichnyi",42,20,11,7,"16","Est'","Tol'ko kuhnya","Otdel'naya","","Lodjiya",59.838991,30.336296,
"2016-04-08","gorod Sankt-Peterburg","Невский","Бабушкина ул. 82к.1","Proletarskaya",1960,"2",45000,"","","",68,35,12,21,"21","Net","Sbornaya Sovr.","","","",59.876703,30.4436549,
"2017-07-04","gorod Sankt-Peterburg","Приморский","Ушаковская наб., 3к4А","Chernaya rechka",70,"2",70000,"11 mes.","","Kirp.Monolit",48,35,1,13,"16","Est'","Sbor.+kuh.garn.","","","Balkon",59.983369,30.313874,
"2016-10-20","gorod Sankt-Peterburg","Невский","Российский пр., 5","Bol'shevikov pr.",60,"1",20800,"","","Blochnyi",37,18,9,5,"12","Net","","","","",59.923842,30.4730892,
"2016-04-26","gorod Sankt-Peterburg","Петроградский","Аптекарский пр. 16","",,"1",30000,"","","",32,,,1,"10","Net","Net","","","",59.973227,30.3198362,
"2017-06-03","gorod Sankt-Peterburg","Адмиралтейский","Серпуховская ул., 4","Tehnologicheskii i-t",180,"1",27000,"6 mes.","","Staryi fond s KR",48,30,9,3,"4","Net","Sbornaya Sovr.","","Proizveden","Net",59.916908,30.3219187,
"2016-03-24","gorod Sankt-Peterburg","Петроградский","Карповки реки наб. 18","Petrogradskaya",400,"5",150000,"","","Kirpichnyi",175,107,20,4,"4","Net","Sbornaya Sovr.","","Evrostandart","",,,
"2016-02-24","gorod Sankt-Peterburg","Калининский","Учительская ул. 18","Grajdanskii pr.",840,"1",25000,"12 mes.","","Kirp.Monolit",35,15,10,19,"24","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","",,,
"2016-10-18","gorod Sankt-Peterburg","Василеостровский","Волховский пер., 4","Vasileostrovskaya",750,"3",1e+05,"11 mes.","Da","Monolit",110,55,20,4,"7","Est'","Garnitur Sovr.","Otdel'naya","Evrostandart","Lodjiya",59.944803,30.2908285,
"2016-11-01","gorod Sankt-Peterburg","Центральный","Рубинштейна ул., 3","Dostoevskaya",530,"4",150000,"","","Kirpichnyi",157,80,,3,"5","Est'","","","","",59.932126,30.345294,
"2016-12-31","gorod Sankt-Peterburg","Центральный","Миллионная ул.","Gostinyi Dvor",30,"2",90000,"","","Kirpichnyi",80,50,20,4,"4","Est'","","","","",59.942869,30.3220648,
"2017-05-24","gorod Sankt-Peterburg","Василеостровский","8-я Линия, 17","Vasileostrovskaya",580,"1",8000,"11 mes.","","Staryi fond",90,13,13.5,2,"3","Net","","","","Net",59.937793,30.2820269,
"2017-06-22","gorod Sankt-Peterburg","Невский","Союзный пр., 4","Bol'shevikov pr.",1570,"1   (studiya)",23000,"11 mes.","Da","Kirpichnyi",25,18,,12,"15","Est'","Sbor.+kuh.garn.","Sovmeshchennaya","Evrostandart","Net",59.916229,30.43955,
"2017-01-24","gorod Sankt-Peterburg","Выборгский","Большая Озерная ул., 77","Ozerki",520,"4",1e+05,"","","Kirp.Monolit",225,109,11,1,"4","Net","","","","Balkon",60.045336,30.300372,
"2017-04-23","gorod Sankt-Peterburg","Невский","Обуховской Обороны пр., 195","Proletarskaya",830,"2",40000,"11 mes.","","Kirpichnyi",58,35,10,15,"23","Est'","Garnitur Sovr.","Otdel'naya","Evrostandart","Lodjiya",59.869251,30.457814,
"2016-11-09","gorod Sankt-Peterburg","Центральный","Коломенская ул., 25","Ligovskii pr.",90,"4",70000,"","","Kirpichnyi",110,74,17,5,"5","Net","","","","",59.923319,30.353023,
"2016-04-03","gorod Sankt-Peterburg","Василеостровский","Морская наб. 21к.1","Primorskaya",1370,"5",80000,"","","",168,100,30,2,"15","Net","Sbornaya Sovr.","","","",59.953493,30.211861,
"2015-12-19","gorod Sankt-Peterburg","Московский","Варшавская ул., 59","Moskovskaya",510,"2",45000,"11 mes.","Da","Kirp.Monolit",60,34,15,3,"6","Est'","Sbornaya Sovr.","Sovmeshchennaya","Evrostandart","",59.852107,30.313563,
"2017-06-04","gorod Sankt-Peterburg","Приморский","Лисий Нос, Ленинградское ш., 1","Komendantskii pr.",15010,"9",9e+05,"6 mes.","","Kirpichnyi",380,250,,1,"2","Net","","","","",60.028797,29.99207,
"2017-06-04","gorod Sankt-Peterburg","Центральный","Марата ул., 47-49","Vladimirskaya",400,"2",75000,"6 mes.","","Monolit",74,36,14,5,"5","Est'","","","","",59.924221,30.35057,
"2016-08-30","gorod Sankt-Peterburg","Невский","Большевиков пр., 13к3","Dybenko ul.",570,"2",23000,"11 mes.","","137 seriya",52,34,9,2,"9","Est'","Sbor.+kuh.garn.","Otdel'naya","Proizveden","Net",59.910363,30.4749758,1982
"2016-05-16","gorod Sankt-Peterburg","Калининский","Карпинского ул., 31к3","Akademicheskaya",1980,"2",18000,"11 mes.","","Blochnyi",56,27,7.5,2,"5","Net","Sbor.+kuh.garn.","Sovmeshchennaya","Ne trebuetsya","Balkon",60.010122,30.4313453,
"2014-11-20","gorod Sankt-Peterburg","Калининский","Мечникова пр., 3к1","Lesnaya",4320,"2",24000,"11 mes.","","Hrushchevka",53,31,7,3,"5","Est'","","","","",59.984787,30.4219353,
"2016-03-18","gorod Sankt-Peterburg","Красносельский","Ленинский пр. 104","Leninskii pr.",4200,"2",50000,"","","Kirpichnyi",79,40,16,4,"14","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","Balkon",,,
"2016-08-16","gorod Sankt-Peterburg","Адмиралтейский","Спасский пер., 10","Sadovaya",190,"2",35000,"12 mes.","Da","Staryi fond",67,37,8,4,"5","Net","Sbornaya Sovr.","Otdel'naya","Evrostandart","",59.928671,30.3194033,1930
"2016-11-15","gorod Sankt-Peterburg","Василеостровский","Нахимова ул., 7","Primorskaya",990,"1",25000,"11 mes.","Da","Panel'nyi",38,18,7,2,"9","Est'","Sbornaya Sovr.","","Proizveden","",59.94230353,30.2216982,
"2015-08-12","gorod Sankt-Peterburg","Калининский","Кондратьевский пр., 70","Lesnaya",2990,"1   (studiya)",18000,"11 mes.","","Kirp.Monolit",27,27,27,14,"20","Est'","","","","",59.983635,30.397869,
"2016-10-27","gorod Sankt-Peterburg","Красносельский","Красносельское шоссе, 56к1","Veteranov pr.",570,"2",23000,"","Da","Panel'nyi",56,36,,8,"16","Est'","Garnitur Sovr.","Otdel'naya","Evrostandart","Balkon",59.79492,30.152805,
"2016-03-25","gorod Sankt-Peterburg","Приморский","Камышовая ул., 11","Komendantskii pr.",580,"2",27000,"11 mes.","","Kirpichnyi",68,,11,7,"14","Net","Tol'ko kuhnya","Otdel'naya","Evrostandart","Zasteklennaya lodjiya",60.006053,30.2497931,
"2017-02-13","gorod Sankt-Peterburg","Красносельский","Центральная ал.","Veteranov pr.",300,"1   (studiya)",14000,"9 mes.","","Monol.Panel'nyi",23,23,,1,"16","Net","","","","",59.794899,30.112966,
"2017-02-27","gorod Sankt-Peterburg","Центральный","Некрасова ул., 40","Chernyshevskaya",630,"2",55000,"11 mes.","Da","Kirpichnyi",75,42,12,2,"4","Net","Garnitur Sovr.","Sovmeshchennaya","Evrostandart","Net",59.938971,30.3612435,
"2016-05-27","gorod Sankt-Peterburg","Петроградский","Лодейнопольская ул., 2","Chkalovskaya",420,"2",25000,"","","Kirpichnyi",,45,,," kv.m.","","","Est'","Otdel'naya","est'",59.96418,30.2886182,
"2017-06-03","gorod Sankt-Peterburg","Василеостровский","Нахимова ул., 15","Primorskaya",240,"3",85000,"11 mes.","","Panel'nyi",110,79,14,6,"7","Net","","","","Lodjiya",59.940677,30.218617,
"2017-01-26","gorod Sankt-Peterburg","Петроградский","Глухая Зеленина ул., 6","Chkalovskaya",10,"1",48000,"11 mes.","","Panel'nyi",41,19,9,3,"11","Net","","","","Balkon i lodjiya",59.964602,30.2838968,
"2016-12-13","gorod Sankt-Peterburg","Выборгский","Парголово, Михаила Дудина ул., 25к2","Parnas",20,"1",19000,"10 mes.","","Kirp.Monolit",40,17,13,7,"24","Est'","Sbor.+kuh.garn.","Sovmeshchennaya","Evrostandart","Zasteklennaya lodjiya",60.071802,30.329801,2011
"2017-07-04","gorod Sankt-Peterburg","Красногвардейский","Среднеохтинский пр., 23","Ladojskaya",2620,"2",48000,"6 mes.","","Monolit",50,35,10,2,"4","Net","","","","",59.952789,30.4155255,
"2016-05-31","gorod Sankt-Peterburg","Адмиралтейский","Большой Казачий пер., 11","Pushkinskaya",260,"4",70000,"","","Kirpichnyi",,150,109,,"","","Est'","Est'","","est'",59.92252,30.3269473,
"2017-02-27","gorod Sankt-Peterburg","Московский","Московский пр., 183","Moskovskaya",40,"2",45000,"","","Kirp.Monolit",85,40,18,5,"25","Est'","","","Proizveden","",59.855398,30.315131,
"2017-02-14","gorod Sankt-Peterburg","Фрунзенский","Стрельбищенская ул., 1","Volkovskaya",10,"1",15000,"","","Kirpichnyi",35,17,6,2,"4","Net","Net","","Ne trebuetsya","Net",59.888828,30.3569781,
"2016-03-01","gorod Sankt-Peterburg","Московский","Ленсовета ул. 69","Moskovskaya",1410,"1",22000,"12 mes.","","Kirpichnyi",40,18,9,3,"4","Est'","Sbornaya Sovr.","Sovmeshchennaya","Evrostandart","Lodjiya",,,
"2015-09-19","gorod Sankt-Peterburg","Василеостровский","Смоленки р. наб. 35к.1","Primorskaya",1640,"3",1e+05,"","","",122,69,19,13,"13","Net","Sbornaya Sovr.","","","",,,
"2016-12-20","gorod Sankt-Peterburg","Калининский","Гражданский пр., 9к2","Mujestva pl.",1160,"1",20000,"11 mes.","","Kirpichnyi",33.6,19,6,2,"9","Est'","Sbor.+kuh.garn.","Dush","Proizveden","Zasteklennaya lodjiya",59.99817,30.3870613,1965
"2017-06-20","gorod Sankt-Peterburg","Центральный","Гагаринская ул., 14","Chernyshevskaya",940,"2",35000,"11 mes.","","Staryi fond",49,30,8,1,"6","Net","Sbornaya 70-80","Otdel'naya","Proizveden","Net",59.945479,30.3430477,
"2017-06-10","gorod Sankt-Peterburg","Приморский","Малая Десятинная ул.","Ozerki",1370,"2",35000,"6 mes.","","Kirpichnyi",68,34,14,12,"18","Est'","Sbornaya Sovr.","Sovmeshchennaya","Evrostandart","Lodjiya",60.036401,30.297374,
"2017-07-04","gorod Sankt-Peterburg","Василеостровский","Морская наб., 37к5","Primorskaya",260,"1",31000,"11 mes.","","Kirpichnyi",43,20,12,8,"12","Est'","Sbor.+kuh.garn.","","","Balkon",59.958782,30.224815,
"2016-05-19","gorod Sankt-Peterburg","Московский","Пулковская ул., 10к1","Zvezdnaya",330,"3",40000,"","","",,82,49,,"2 kv.m.","","Net","Est'","","est'",59.836147,30.350903,
"2017-06-10","gorod Sankt-Peterburg","Центральный","Итальянская ул., 16","Gostinyi Dvor",20,"3",65000,"11 mes.","","",90,58,10,5,"5","Net","Sbor.+kuh.garn.","","Evrostandart","Net",59.935466,30.3429358,
"2017-01-18","gorod Sankt-Peterburg","Фрунзенский","Загребский бул., 9","Mejdunarodnaya",3030,"2",25000,"11 mes.","","Monolit",48,31,11,21,"25","Est'","","","","Balkon",59.844814,30.398883,
"2016-02-20","gorod Sankt-Peterburg","Василеостровский","27-я Линия 16","Vasileostrovskaya",1750,"1",40000,"","","",50,23,15,3,"16","Net","Net","","","",,,
